kind,matsubara_index,temperature_K,nk,delta0,eta,denominator_mode,deg_tol,raw_q0_bubble,local_sigma,local_K_para,local_K_dia,local_K_total,local_K_total_over_omega,normal_kubo_sigma,hook_q0_response,error_raw_to_local_sigma,error_raw_to_local_K_para,error_raw_to_local_K_total,error_raw_to_local_K_total_over_omega,error_raw_to_normal_kubo_sigma,error_hook_to_local_sigma,best_raw_q0_match_component,best_raw_q0_relative_error,raw_q0_matches_local_sigma,raw_q0_matches_K_para,raw_q0_matches_K_total_over_omega,formula_layer_diagnosis,diagnostic_status,gauge_status,final_casimir_input,not_final_Casimir_conclusion,notes
spm,1,30.0,6,0.04,0.0001,stable,1e-08,"[[2.20466004e+01+0.j 1.78341493e-16+0.j]
 [4.11958419e-16+0.j 2.20466004e+01+0.j]]","[[5.98027847e+01+0.j 2.85137802e-16+0.j]
 [5.18754728e-16+0.j 5.98027847e+01+0.j]]","[[3.58109335e-01+0.j 2.89685268e-18+0.j]
 [6.69156028e-18+0.j 3.58109335e-01+0.j]]","[[6.13284671e-01+0.j 1.73472348e-18+0.j]
 [1.73472348e-18+0.j 6.13284671e-01+0.j]]","[[9.71394006e-01+0.j 4.63157616e-18+0.j]
 [8.42628376e-18+0.j 9.71394006e-01+0.j]]","[[5.98027847e+01+0.j 2.85137802e-16+0.j]
 [5.18754728e-16+0.j 5.98027847e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[5.98027847e+01+0.j 2.85137802e-16+0.j]
 [5.18754728e-16+0.j 5.98027847e+01+0.j]]",0.6313449201505242,60.56388070813905,21.695837358302594,0.6313449201505242,nan,0.0,local_sigma,0.6313449201505242,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,6,0.04,0.0001,stable,1e-07,"[[2.20466004e+01+0.j 1.78341493e-16+0.j]
 [4.11958419e-16+0.j 2.20466004e+01+0.j]]","[[5.98027847e+01+0.j 2.85137802e-16+0.j]
 [5.18754728e-16+0.j 5.98027847e+01+0.j]]","[[3.58109335e-01+0.j 2.89685268e-18+0.j]
 [6.69156028e-18+0.j 3.58109335e-01+0.j]]","[[6.13284671e-01+0.j 1.73472348e-18+0.j]
 [1.73472348e-18+0.j 6.13284671e-01+0.j]]","[[9.71394006e-01+0.j 4.63157616e-18+0.j]
 [8.42628376e-18+0.j 9.71394006e-01+0.j]]","[[5.98027847e+01+0.j 2.85137802e-16+0.j]
 [5.18754728e-16+0.j 5.98027847e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[5.98027847e+01+0.j 2.85137802e-16+0.j]
 [5.18754728e-16+0.j 5.98027847e+01+0.j]]",0.6313449201505242,60.56388070813905,21.695837358302594,0.6313449201505242,nan,0.0,local_sigma,0.6313449201505242,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,8,0.04,0.0001,raw,1e-08,"[[ 2.13014676e+01+0.j -2.45657584e-15+0.j]
 [-2.45991323e-15+0.j  2.13014676e+01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[ 3.46005927e-01+0.j -3.98452769e-17+0.j]
 [-4.00079072e-17+0.j  3.46005927e-01+0.j]]","[[ 5.88481066e-01+0.j -7.58941521e-19+0.j]
 [-7.58941521e-19+0.j  5.88481066e-01+0.j]]","[[ 9.34486993e-01+0.j -4.06042184e-17+0.j]
 [-4.07668487e-17+0.j  9.34486993e-01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]",0.6297370327398749,60.563880666088146,21.794825147043937,0.6297370327398749,nan,0.0,local_sigma,0.6297370327398749,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,8,0.04,0.0001,raw,1e-07,"[[ 2.13014676e+01+0.j -2.45657584e-15+0.j]
 [-2.45991323e-15+0.j  2.13014676e+01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[ 3.46005927e-01+0.j -3.98452769e-17+0.j]
 [-4.00079072e-17+0.j  3.46005927e-01+0.j]]","[[ 5.88481066e-01+0.j -7.58941521e-19+0.j]
 [-7.58941521e-19+0.j  5.88481066e-01+0.j]]","[[ 9.34486993e-01+0.j -4.06042184e-17+0.j]
 [-4.07668487e-17+0.j  9.34486993e-01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]",0.6297370327398749,60.563880666088146,21.794825147043937,0.6297370327398749,nan,0.0,local_sigma,0.6297370327398749,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,8,0.04,0.0001,stable,1e-08,"[[ 2.13014676e+01+0.j -2.45657584e-15+0.j]
 [-2.45991323e-15+0.j  2.13014676e+01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[ 3.46005927e-01+0.j -3.98452769e-17+0.j]
 [-4.00079072e-17+0.j  3.46005927e-01+0.j]]","[[ 5.88481066e-01+0.j -7.58941521e-19+0.j]
 [-7.58941521e-19+0.j  5.88481066e-01+0.j]]","[[ 9.34486993e-01+0.j -4.06042184e-17+0.j]
 [-4.07668487e-17+0.j  9.34486993e-01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]",0.6297370327398749,60.563880666088146,21.794825147043937,0.6297370327398749,nan,0.0,local_sigma,0.6297370327398749,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,8,0.04,0.0001,stable,1e-07,"[[ 2.13014676e+01+0.j -2.45657584e-15+0.j]
 [-2.45991323e-15+0.j  2.13014676e+01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[ 3.46005927e-01+0.j -3.98452769e-17+0.j]
 [-4.00079072e-17+0.j  3.46005927e-01+0.j]]","[[ 5.88481066e-01+0.j -7.58941521e-19+0.j]
 [-7.58941521e-19+0.j  5.88481066e-01+0.j]]","[[ 9.34486993e-01+0.j -4.06042184e-17+0.j]
 [-4.07668487e-17+0.j  9.34486993e-01+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.75306458e+01+0.j -2.49975326e-15+0.j]
 [-2.50976541e-15+0.j  5.75306458e+01+0.j]]",0.6297370327398749,60.563880666088146,21.794825147043937,0.6297370327398749,nan,0.0,local_sigma,0.6297370327398749,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,6,0.04,0.0001,raw,1e-08,"[[2.26229591e+01+0.j 2.64266111e-16+0.j]
 [4.11084963e-16+0.j 2.26229591e+01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[3.67471297e-01+0.j 4.29255122e-18+0.j]
 [6.67737248e-18+0.j 3.67471297e-01+0.j]]","[[6.10651543e-01+0.j 2.60208521e-18+0.j]
 [2.60208521e-18+0.j 6.10651543e-01+0.j]]","[[9.78122840e-01+0.j 6.89463643e-18+0.j]
 [9.27945770e-18+0.j 9.78122840e-01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]",0.6243096655682764,60.563880708139045,22.1289549321555,0.6243096655682764,nan,0.0,local_sigma,0.6243096655682764,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,6,0.04,0.0001,raw,1e-07,"[[2.26229591e+01+0.j 2.64266111e-16+0.j]
 [4.11084963e-16+0.j 2.26229591e+01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[3.67471297e-01+0.j 4.29255122e-18+0.j]
 [6.67737248e-18+0.j 3.67471297e-01+0.j]]","[[6.10651543e-01+0.j 2.60208521e-18+0.j]
 [2.60208521e-18+0.j 6.10651543e-01+0.j]]","[[9.78122840e-01+0.j 6.89463643e-18+0.j]
 [9.27945770e-18+0.j 9.78122840e-01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]",0.6243096655682764,60.563880708139045,22.1289549321555,0.6243096655682764,nan,0.0,local_sigma,0.6243096655682764,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,6,0.04,0.0001,stable,1e-08,"[[2.26229591e+01+0.j 2.64266111e-16+0.j]
 [4.11084963e-16+0.j 2.26229591e+01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[3.67471297e-01+0.j 4.29255122e-18+0.j]
 [6.67737248e-18+0.j 3.67471297e-01+0.j]]","[[6.10651543e-01+0.j 2.60208521e-18+0.j]
 [2.60208521e-18+0.j 6.10651543e-01+0.j]]","[[9.78122840e-01+0.j 6.89463643e-18+0.j]
 [9.27945770e-18+0.j 9.78122840e-01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]",0.6243096655682764,60.563880708139045,22.1289549321555,0.6243096655682764,nan,0.0,local_sigma,0.6243096655682764,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,6,0.04,0.0001,stable,1e-07,"[[2.26229591e+01+0.j 2.64266111e-16+0.j]
 [4.11084963e-16+0.j 2.26229591e+01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[3.67471297e-01+0.j 4.29255122e-18+0.j]
 [6.67737248e-18+0.j 3.67471297e-01+0.j]]","[[6.10651543e-01+0.j 2.60208521e-18+0.j]
 [2.60208521e-18+0.j 6.10651543e-01+0.j]]","[[9.78122840e-01+0.j 6.89463643e-18+0.j]
 [9.27945770e-18+0.j 9.78122840e-01+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[6.02170378e+01+0.j 4.24460575e-16+0.j]
 [5.71279427e-16+0.j 6.02170378e+01+0.j]]",0.6243096655682764,60.563880708139045,22.1289549321555,0.6243096655682764,nan,0.0,local_sigma,0.6243096655682764,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,8,0.04,0.0001,raw,1e-08,"[[ 2.16503049e+01+0.j -5.43237573e-17+0.j]
 [ 2.46053899e-16+0.j  2.16503049e+01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[ 3.51672192e-01+0.j -8.82396573e-19+0.j]
 [ 3.99672496e-18+0.j  3.51672192e-01+0.j]]","[[ 5.88140982e-01+0.j -2.38524478e-18+0.j]
 [-2.38524478e-18+0.j  5.88140982e-01+0.j]]","[[ 9.39813174e-01+0.j -3.26764135e-18+0.j]
 [ 1.61148018e-18+0.j  9.39813174e-01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]",0.6258062755979507,60.56388070813904,22.036817810822022,0.6258062755979507,nan,0.0,local_sigma,0.6258062755979507,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,8,0.04,0.0001,raw,1e-07,"[[ 2.16503049e+01+0.j -5.43237573e-17+0.j]
 [ 2.46053899e-16+0.j  2.16503049e+01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[ 3.51672192e-01+0.j -8.82396573e-19+0.j]
 [ 3.99672496e-18+0.j  3.51672192e-01+0.j]]","[[ 5.88140982e-01+0.j -2.38524478e-18+0.j]
 [-2.38524478e-18+0.j  5.88140982e-01+0.j]]","[[ 9.39813174e-01+0.j -3.26764135e-18+0.j]
 [ 1.61148018e-18+0.j  9.39813174e-01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]",0.6258062755979507,60.56388070813904,22.036817810822022,0.6258062755979507,nan,0.0,local_sigma,0.6258062755979507,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,8,0.04,0.0001,stable,1e-08,"[[ 2.16503049e+01+0.j -5.43237573e-17+0.j]
 [ 2.46053899e-16+0.j  2.16503049e+01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[ 3.51672192e-01+0.j -8.82396573e-19+0.j]
 [ 3.99672496e-18+0.j  3.51672192e-01+0.j]]","[[ 5.88140982e-01+0.j -2.38524478e-18+0.j]
 [-2.38524478e-18+0.j  5.88140982e-01+0.j]]","[[ 9.39813174e-01+0.j -3.26764135e-18+0.j]
 [ 1.61148018e-18+0.j  9.39813174e-01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]",0.6258062755979507,60.56388070813904,22.036817810822022,0.6258062755979507,nan,0.0,local_sigma,0.6258062755979507,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
dwave,1,30.0,8,0.04,0.0001,stable,1e-07,"[[ 2.16503049e+01+0.j -5.43237573e-17+0.j]
 [ 2.46053899e-16+0.j  2.16503049e+01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[ 3.51672192e-01+0.j -8.82396573e-19+0.j]
 [ 3.99672496e-18+0.j  3.51672192e-01+0.j]]","[[ 5.88140982e-01+0.j -2.38524478e-18+0.j]
 [-2.38524478e-18+0.j  5.88140982e-01+0.j]]","[[ 9.39813174e-01+0.j -3.26764135e-18+0.j]
 [ 1.61148018e-18+0.j  9.39813174e-01+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]","[[nan+0.j nan+0.j]
 [nan+0.j nan+0.j]]","[[ 5.78585461e+01+0.j -2.01168682e-16+0.j]
 [ 9.92089737e-17+0.j  5.78585461e+01+0.j]]",0.6258062755979507,60.56388070813904,22.036817810822022,0.6258062755979507,nan,0.0,local_sigma,0.6258062755979507,False,False,False,raw_q0_unmatched,raw_q0_unmatched;recommend_bdg_layer_alignment;recommend_formula_rederive,prototype_not_ward_verified,False,True,finite-q raw q=0 formula consistency diagnostic | raw_q0_bubble bypasses the q=0 local-reference hook | raw_q0_bubble uses the same bubble formula as finite q>0 | no empirical rescaling or artificial contact term applied | final_casimir_input=False | not a final Casimir torque conclusion
